Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Included / International,Price / International,Compare At Price / International,Status
routeins,,,,,,,,,$7.75,,,,,ROUTEINS44,0.0,,continue,manual,7.75,,false,false,'850006768448,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$7.95,,,,,ROUTEINS45,0.0,,continue,manual,7.95,,false,false,'850006768455,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$8.15,,,,,ROUTEINS46,0.0,,continue,manual,8.15,,false,false,'850006768462,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$8.35,,,,,ROUTEINS47,0.0,,continue,manual,8.35,,false,false,'850006768479,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$8.55,,,,,ROUTEINS48,0.0,,continue,manual,8.55,,false,false,'850006768486,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$8.75,,,,,ROUTEINS49,0.0,,continue,manual,8.75,,false,false,'850006768493,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$8.95,,,,,ROUTEINS50,0.0,,continue,manual,8.95,,false,false,'850006768509,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$9.38,,,,,ROUTEINS51,0.0,,continue,manual,9.38,,false,false,'850006768516,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$10.03,,,,,ROUTEINS52,0.0,,continue,manual,10.03,,false,false,'850006768523,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$10.68,,,,,ROUTEINS53,0.0,,continue,manual,10.68,,false,false,'850006768530,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$11.33,,,,,ROUTEINS54,0.0,,continue,manual,11.33,,false,false,'850006768547,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$11.98,,,,,ROUTEINS55,0.0,,continue,manual,11.98,,false,false,'850006768554,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$12.63,,,,,ROUTEINS56,0.0,,continue,manual,12.63,,false,false,'850006768561,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$13.28,,,,,ROUTEINS57,0.0,,continue,manual,13.28,,false,false,'850006768578,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$13.93,,,,,ROUTEINS58,0.0,,continue,manual,13.93,,false,false,'850006768585,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$14.58,,,,,ROUTEINS59,0.0,,continue,manual,14.58,,false,false,'850006768592,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$15.23,,,,,ROUTEINS60,0.0,,continue,manual,15.23,,false,false,'850006768608,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$15.88,,,,,ROUTEINS61,0.0,,continue,manual,15.88,,false,false,'850006768615,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$16.53,,,,,ROUTEINS62,0.0,,continue,manual,16.53,,false,false,'850006768622,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$17.18,,,,,ROUTEINS63,0.0,,continue,manual,17.18,,false,false,'850006768639,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$17.83,,,,,ROUTEINS64,0.0,,continue,manual,17.83,,false,false,'850006768646,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$18.48,,,,,ROUTEINS65,0.0,,continue,manual,18.48,,false,false,'850006768653,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$19.13,,,,,ROUTEINS66,0.0,,continue,manual,19.13,,false,false,'850006768660,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$19.78,,,,,ROUTEINS67,0.0,,continue,manual,19.78,,false,false,'850006768677,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$20.43,,,,,ROUTEINS68,0.0,,continue,manual,20.43,,false,false,'850006768684,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$24.38,,,,,ROUTEINS69,0.0,,continue,manual,24.38,,false,false,'850006768691,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$31.63,,,,,ROUTEINS70,0.0,,continue,manual,31.63,,false,false,'850006768707,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$38.88,,,,,ROUTEINS71,0.0,,continue,manual,38.88,,false,false,'850006768714,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$46.13,,,,,ROUTEINS72,0.0,,continue,manual,46.13,,false,false,'850006768721,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$53.38,,,,,ROUTEINS73,0.0,,continue,manual,53.38,,false,false,'850006768738,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$60.63,,,,,ROUTEINS74,0.0,,continue,manual,60.63,,false,false,'850006768745,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$67.88,,,,,ROUTEINS75,0.0,,continue,manual,67.88,,false,false,'850006768752,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$75.13,,,,,ROUTEINS76,0.0,,continue,manual,75.13,,false,false,'850006768769,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$82.38,,,,,ROUTEINS77,0.0,,continue,manual,82.38,,false,false,'850006768776,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$89.63,,,,,ROUTEINS78,0.0,,continue,manual,89.63,,false,false,'850006768783,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$96.88,,,,,ROUTEINS79,0.0,,continue,manual,96.88,,false,false,'850006768790,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$104.13,,,,,ROUTEINS80,0.0,,continue,manual,104.13,,false,false,'850006768806,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$111.38,,,,,ROUTEINS81,0.0,,continue,manual,111.38,,false,false,'850006768813,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$118.63,,,,,ROUTEINS82,0.0,,continue,manual,118.63,,false,false,'850006768820,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$125.88,,,,,ROUTEINS83,0.0,,continue,manual,125.88,,false,false,'850006768837,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$133.13,,,,,ROUTEINS84,0.0,,continue,manual,133.13,,false,false,'850006768844,,,,,,,,,,,,,,,,,,,lb,,,,,,,
routeins,,,,,,,,,$140.38,,,,,ROUTEINS85,0.0,,continue,manual,140.38,,false,false,'850006768851,,,,,,,,,,,,,,,,,,,lb,,,,,,,
20-oz-swiminista-water-bottle-by-bindle,20 oz. Swiminista Water Bottle by Bindle,"<p data-mce-fragment=""1"">The 20 oz. White Swiminista Water Bottle by Bindle is an essential hot or cold drink-carrying companion for your adventures. Vacuum-insulated double wall construction ensures your beverage stays the desired temperature for up to four hours, while the scent-proof and weatherproof storage is perfect for carrying standard credit cards, IDs, or any of your small everyday items.</p>",Swiminista,,"","",true,Title,Default Title,,,,,P23WB01W,453.59237,shopify,deny,manual,38.00,,true,true,"",https://cdn.shopify.com/s/files/1/0150/5306/2192/files/RonRobinsonandSwiminista-8965-Editcopy.jpg?v=1689363881,1,,false,,,,,,,,,,,,,,,lb,,,true,true,,,active
20-oz-swiminista-water-bottle-by-bindle,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/RonRobinsonandSwiminista-8971-Edit-Editcopy.jpg?v=1689363881,2,,,,,,,,,,,,,,,,,,,,,,,,
cheerful-onepiece-tiger-palm,Cheerful Onepiece - Tiger Palm,"<p>This fashionable Cheerful Onepiece is designed with comfort and style in mind. With medium width straps, adjustable front and back ties to fit your body perfectly, and removable cups, this onepiece provides the perfect balance of support and coverage. Make a statement in the pool or on the beach.<br></p>
<p>See our Stylized <strong><a href=""https://www.swiminista.com/pages/fit-guide"">Fit Guide</a></strong>. Find your perfect fit.</p>
<p>Questions? <a href=""https://calendly.com/swiminista/15min"">Schedule a Zoom</a> for your Fit!<br></p>
<p><span>Featured models are wearing a Size Small. </span></p>
<p> </p>",SWIMINISTA,,SWIMWEAR,"ADJUSTABLE, BEACH, BEST SELLER, BIKINI, BRA, cheerful, cheerful onepiece, COVERGE, FLATTERING, HALTER, HOLIDAY, L, LEOPARD, M, ONE PEICE, ONE PIECE, ONEPEICE, ONEPIECE, PINK, POOL, REMOVEABLE PADS, S, SEXY, spo-default, spo-disabled, SUPPORT, SUPPORTIVE, TIE FRONT, Toasted Almond, TOP, Vacation, VVACATION, XL, XS",true,Color,Tiger Palm,Size,XS,,,WS231180TP,226.796185,shopify,deny,manual,168.00,,true,true,'810107445761,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/5.jpg?v=1691436935,1,,false,,This one piece has been making waves for a reason - 3 of them in fact. Sexy. Support. Movement. The Cheerful One piece is the epitome of chic with a tastefully low-cut V and just a little bit of cheek. Featuring our custom Power mesh lining this swimsuit is designed to give you lift and support in all the right places. Personalize your fit with adjustable ties in the front and the back. Cheerful is set to become one of your wardrobe staples in or out of the pool.,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/6.jpg?v=1691436935,lb,,,true,true,,,active
cheerful-onepiece-tiger-palm,,,,,,,,,Tiger Palm,,S,,,WS231180TP,226.796185,shopify,deny,manual,168.00,,true,true,'810107445778,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/6.jpg?v=1691436935,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/6.jpg?v=1691436935,lb,,,,,,,
cheerful-onepiece-tiger-palm,,,,,,,,,Tiger Palm,,M,,,WS231180TP,226.796185,shopify,deny,manual,84.00,,true,true,'810107445785,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/7.jpg?v=1691436935,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/6.jpg?v=1691436935,lb,,,,,,,
cheerful-onepiece-tiger-palm,,,,,,,,,Tiger Palm,,L,,,WS231180TP,226.796185,shopify,deny,manual,168.00,,true,true,'810107445792,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/6.jpg?v=1691436935,lb,,,,,,,
cheerful-onepiece-tiger-palm,,,,,,,,,Tiger Palm,,XL,,,WS23118OTP,226.796185,shopify,deny,manual,168.00,,true,true,'810107445808,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/6.jpg?v=1691436935,lb,,,,,,,
cheerful-onepiece-black,Cheerful Onepiece - Black,"<p>This fashionable Cheerful Onepiece is designed with comfort and style in mind. With medium width straps, adjustable front and back ties to fit your body perfectly, and removable cups, this onepiece provides the perfect balance of support and coverage. Make a statement in the pool or on the beach.<br></p>
<p>See our Stylized <strong><a href=""https://www.swiminista.com/pages/fit-guide"">Fit Guide</a></strong>. Find your perfect fit.</p>
<p>Questions? <a href=""https://calendly.com/swiminista/15min"">Schedule a Zoom</a> for your Fit!<br></p>
<p><span>Featured models are wearing a Size Small. </span></p>
<p> </p>",SWIMINISTA,,SWIMWEAR,"ADJUSTABLE, BEACH, BEST SELLER, BIKINI, BRA, cheerful, cheerful onepiece, COVERGE, FLATTERING, HALTER, HOLIDAY, L, LEOPARD, M, ONE PEICE, ONE PIECE, ONEPEICE, ONEPIECE, PINK, POOL, REMOVEABLE PADS, S, SEXY, spo-default, spo-disabled, SUPPORT, SUPPORTIVE, TIE FRONT, Toasted Almond, TOP, Vacation, VVACATION, XL, XS",true,Color,Black,Size,XS,,,WS221180BK,226.796185,shopify,deny,manual,168.00,,true,true,'810107445976,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/2.png?v=1691572258,1,,false,,This one piece has been making waves for a reason - 3 of them in fact. Sexy. Support. Movement. The Cheerful One piece is the epitome of chic with a tastefully low-cut V and just a little bit of cheek. Featuring our custom Power mesh lining this swimsuit is designed to give you lift and support in all the right places. Personalize your fit with adjustable ties in the front and the back. Cheerful is set to become one of your wardrobe staples in or out of the pool.,,,,,,,,,,,,,lb,,,true,true,,,active
cheerful-onepiece-black,,,,,,,,,Black,,S,,,WS221180BK,226.796185,shopify,deny,manual,168.00,,true,true,'810107445983,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/3.png?v=1691572258,2,,,,,,,,,,,,,,,,,lb,,,,,,,
cheerful-onepiece-black,,,,,,,,,Black,,M,,,WS221180BK,226.796185,shopify,deny,manual,168.00,,true,true,'810107445990,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/1.png?v=1691572258,3,,,,,,,,,,,,,,,,,lb,,,,,,,
cheerful-onepiece-black,,,,,,,,,Black,,L,,,WS221180BK,226.796185,shopify,deny,manual,168.00,,true,true,'810107446003,,,,,,,,,,,,,,,,,,,lb,,,,,,,
cheerful-onepiece-black,,,,,,,,,Black,,XL,,,WS221180BK,226.796185,shopify,deny,manual,168.00,,true,true,'810107446010,,,,,,,,,,,,,,,,,,,lb,,,,,,,
cheerful-onepiece-pink-gingham,Cheerful Onepiece - Pink Gingham,"<p>This fashionable Cheerful Onepiece is designed with comfort and style in mind. With medium width straps, adjustable front and back ties to fit your body perfectly, and removable cups, this onepiece provides the perfect balance of support and coverage. Make a statement in the pool or on the beach.<br></p>
<p>See our Stylized <strong><a href=""https://www.swiminista.com/pages/fit-guide"">Fit Guide</a></strong>. Find your perfect fit.</p>
<p>Questions? <a href=""https://calendly.com/swiminista/15min"">Schedule a Zoom</a> for your Fit!<br></p>
<p><span>Featured models are wearing a Size Small. </span></p>
<p> </p>",SWIMINISTA,,SWIMWEAR,"ADJUSTABLE, BEACH, BEST SELLER, BIKINI, BRA, cheerful, cheerful onepiece, COVERGE, FLATTERING, HALTER, HOLIDAY, L, LEOPARD, M, ONE PEICE, ONE PIECE, ONEPEICE, ONEPIECE, PINK, POOL, REMOVEABLE PADS, S, SEXY, spo-default, spo-disabled, SUPPORT, SUPPORTIVE, TIE FRONT, Toasted Almond, TOP, Vacation, VVACATION, XL, XS",true,Color,Pink Gingham,Size,XS,,,WS23118OGN,226.796185,shopify,deny,manual,168.00,,true,true,'810107445617,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/20.jpg?v=1691437527,1,,false,,This one piece has been making waves for a reason - 3 of them in fact. Sexy. Support. Movement. The Cheerful One piece is the epitome of chic with a tastefully low-cut V and just a little bit of cheek. Featuring our custom Power mesh lining this swimsuit is designed to give you lift and support in all the right places. Personalize your fit with adjustable ties in the front and the back. Cheerful is set to become one of your wardrobe staples in or out of the pool.,,,,,,,,,,,,,lb,,,true,true,,,active
cheerful-onepiece-pink-gingham,,,,,,,,,Pink Gingham,,S,,,WS23118OGN,226.796185,shopify,deny,manual,168.00,,true,true,'810107445624,,,,,,,,,,,,,,,,,,,lb,,,,,,,
cheerful-onepiece-pink-gingham,,,,,,,,,Pink Gingham,,M,,,WS23118OGN,226.796185,shopify,deny,manual,168.00,,true,true,'810107445631,,,,,,,,,,,,,,,,,,,lb,,,,,,,
cheerful-onepiece-pink-gingham,,,,,,,,,Pink Gingham,,L,,,WS23118OGN,226.796185,shopify,deny,manual,168.00,,true,true,'810107445648,,,,,,,,,,,,,,,,,,,lb,,,,,,,
cheerful-onepiece-pink-gingham,,,,,,,,,Pink Gingham,,XL,,,WS23118OGN,226.796185,shopify,deny,manual,168.00,,true,true,'810107445655,,,,,,,,,,,,,,,,,,,lb,,,,,,,
cheerful-onepiece-leopard,Cheerful Onepiece - Leopard,"<p>This fashionable Cheerful Onepiece is designed with comfort and style in mind. With medium width straps, adjustable front and back ties to fit your body perfectly, and removable cups, this onepiece provides the perfect balance of support and coverage. Make a statement in the pool or on the beach.<br></p>
<p>See our Stylized <strong><a href=""https://www.swiminista.com/pages/fit-guide"">Fit Guide</a></strong>. Find your perfect fit.</p>
<p>Questions? <a href=""https://calendly.com/swiminista/15min"">Schedule a Zoom</a> for your Fit!<br></p>
<p><span>Featured models are wearing a Size Small. </span></p>
<p> </p>",SWIMINISTA,,SWIMWEAR,"ADJUSTABLE, BEACH, BEST SELLER, BIKINI, BRA, cheerful, cheerful onepiece, COVERGE, FLATTERING, HALTER, HOLIDAY, L, LEOPARD, M, ONE PEICE, ONE PIECE, ONEPEICE, ONEPIECE, PINK, POOL, REMOVEABLE PADS, S, SEXY, spo-default, spo-disabled, SUPPORT, SUPPORTIVE, TIE FRONT, Toasted Almond, TOP, Vacation, VVACATION, XL, XS",true,Color,Leopard,Size,XS,,,WS23118OLE,226.796185,shopify,deny,manual,168.00,,true,true,'810107446027,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/24.jpg?v=1691437818,1,,false,,This one piece has been making waves for a reason - 3 of them in fact. Sexy. Support. Movement. The Cheerful One piece is the epitome of chic with a tastefully low-cut V and just a little bit of cheek. Featuring our custom Power mesh lining this swimsuit is designed to give you lift and support in all the right places. Personalize your fit with adjustable ties in the front and the back. Cheerful is set to become one of your wardrobe staples in or out of the pool.,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/24.jpg?v=1691437818,lb,,,true,true,,,active
cheerful-onepiece-leopard,,,,,,,,,Leopard,,S,,,WS23118OLE,226.796185,shopify,deny,manual,168.00,,true,true,'810107446034,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/26.jpg?v=1691437820,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/24.jpg?v=1691437818,lb,,,,,,,
cheerful-onepiece-leopard,,,,,,,,,Leopard,,M,,,WS23118OLE,226.796185,shopify,deny,manual,168.00,,true,true,'810107446041,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/25.jpg?v=1691437820,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/24.jpg?v=1691437818,lb,,,,,,,
cheerful-onepiece-leopard,,,,,,,,,Leopard,,L,,,WS23118OLE,226.796185,shopify,deny,manual,168.00,,true,true,'810107446058,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/24.jpg?v=1691437818,lb,,,,,,,
cheerful-onepiece-leopard,,,,,,,,,Leopard,,XL,,,WS23118OLE,226.796185,shopify,deny,manual,168.00,,true,true,'810107446065,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/24.jpg?v=1691437818,lb,,,,,,,
cheerful-onepiece-white-butterfly-parade,Cheerful Onepiece - White Butterfly Parade,"<p>This fashionable Cheerful Onepiece is designed with comfort and style in mind. With medium width straps, adjustable front and back ties to fit your body perfectly, and removable cups, this onepiece provides the perfect balance of support and coverage. Make a statement in the pool or on the beach.<br></p>
<p>See our Stylized <strong><a href=""https://www.swiminista.com/pages/fit-guide"">Fit Guide</a></strong>. Find your perfect fit.</p>
<p>Questions? <a href=""https://calendly.com/swiminista/15min"">Schedule a Zoom</a> for your Fit!<br></p>
<p><span>Featured models are wearing a Size Small. </span></p>
<p> </p>",SWIMINISTA,,SWIMWEAR,"ADJUSTABLE, BEACH, BEST SELLER, BIKINI, BRA, cheerful, cheerful onepiece, COVERGE, FLATTERING, HALTER, HOLIDAY, L, LEOPARD, M, ONE PEICE, ONE PIECE, ONEPEICE, ONEPIECE, PINK, POOL, REMOVEABLE PADS, S, SEXY, spo-default, spo-disabled, SUPPORT, SUPPORTIVE, TIE FRONT, Toasted Almond, TOP, Vacation, VVACATION, XL, XS",true,Color,White Butterfly Parade,Size,XS,,,WS23118OBW,226.796185,shopify,deny,manual,168.00,,true,true,'810107445662,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/19.jpg?v=1691438137,1,,false,,This one piece has been making waves for a reason - 3 of them in fact. Sexy. Support. Movement. The Cheerful One piece is the epitome of chic with a tastefully low-cut V and just a little bit of cheek. Featuring our custom Power mesh lining this swimsuit is designed to give you lift and support in all the right places. Personalize your fit with adjustable ties in the front and the back. Cheerful is set to become one of your wardrobe staples in or out of the pool.,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/19.jpg?v=1691438137,lb,,,true,true,,,active
cheerful-onepiece-white-butterfly-parade,,,,,,,,,White Butterfly Parade,,S,,,WS23118OBW,226.796185,shopify,deny,manual,168.00,,true,true,'810107445679,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/19.jpg?v=1691438137,lb,,,,,,,
cheerful-onepiece-white-butterfly-parade,,,,,,,,,White Butterfly Parade,,M,,,WS23118OBW,226.796185,shopify,deny,manual,168.00,,true,true,'810107445686,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/19.jpg?v=1691438137,lb,,,,,,,
cheerful-onepiece-white-butterfly-parade,,,,,,,,,White Butterfly Parade,,L,,,WS23118OBW,226.796185,shopify,deny,manual,168.00,,true,true,'810107445693,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/19.jpg?v=1691438137,lb,,,,,,,
cheerful-onepiece-white-butterfly-parade,,,,,,,,,White Butterfly Parade,,XL,,,WS23118OBW,226.796185,shopify,deny,manual,168.00,,true,true,'810107445709,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/19.jpg?v=1691438137,lb,,,,,,,
cheerful-onepiece-zinnia,Cheerful Onepiece - Zinnia,"<p>This fashionable Cheerful Onepiece is designed with comfort and style in mind. With medium width straps, adjustable front and back ties to fit your body perfectly, and removable cups, this onepiece provides the perfect balance of support and coverage. Make a statement in the pool or on the beach.<br></p>
<p>See our Stylized <strong><a href=""https://www.swiminista.com/pages/fit-guide"">Fit Guide</a></strong>. Find your perfect fit.</p>
<p>Questions? <a href=""https://calendly.com/swiminista/15min"">Schedule a Zoom</a> for your Fit!<br></p>
<p><span>Featured models are wearing a Size Small. </span></p>
<p> </p>",SWIMINISTA,,SWIMWEAR,"ADJUSTABLE, BEACH, BEST SELLER, BIKINI, BRA, cheerful, cheerful onepiece, COVERGE, FLATTERING, HALTER, HOLIDAY, L, LEOPARD, M, ONE PEICE, ONE PIECE, ONEPEICE, ONEPIECE, PINK, POOL, REMOVEABLE PADS, S, SEXY, spo-default, spo-disabled, SUPPORT, SUPPORTIVE, TIE FRONT, Toasted Almond, TOP, Vacation, VVACATION, XL, XS",true,Color,Zinnia,Size,XS,,,WS231180ZN,226.796185,shopify,deny,manual,168.00,,true,true,'810107445914,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/1.jpg?v=1691438270,1,,false,,This one piece has been making waves for a reason - 3 of them in fact. Sexy. Support. Movement. The Cheerful One piece is the epitome of chic with a tastefully low-cut V and just a little bit of cheek. Featuring our custom Power mesh lining this swimsuit is designed to give you lift and support in all the right places. Personalize your fit with adjustable ties in the front and the back. Cheerful is set to become one of your wardrobe staples in or out of the pool.,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/1.jpg?v=1691438270,lb,,,true,true,,,active
cheerful-onepiece-zinnia,,,,,,,,,Zinnia,,S,,,WS231180ZN,226.796185,shopify,deny,manual,168.00,,true,true,'8101107445921,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/2.jpg?v=1691438271,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/1.jpg?v=1691438270,lb,,,,,,,
cheerful-onepiece-zinnia,,,,,,,,,Zinnia,,M,,,WS231180ZN,226.796185,shopify,deny,manual,168.00,,true,true,'810107445938,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/4.jpg?v=1691438285,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/1.jpg?v=1691438270,lb,,,,,,,
cheerful-onepiece-zinnia,,,,,,,,,Zinnia,,L,,,WS231180ZN,226.796185,shopify,deny,manual,168.00,,true,true,'810107445945,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/3.jpg?v=1691438285,4,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/1.jpg?v=1691438270,lb,,,,,,,
cheerful-onepiece-zinnia,,,,,,,,,Zinnia,,XL,,,WS231180ZN,226.796185,shopify,deny,manual,168.00,,true,true,'810107445952,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0150/5306/2192/files/1.jpg?v=1691438270,lb,,,,,,,
